,Year,AreaName,residential_units,job_spaces,county_id
287,2020,Millcreek City Center,221.0,1845.0,4550.0
288,2020,Millcreek Station,171.0,1789.0,7525.0
289,2020,Millrock Employment Center,0.0,10903.0,2415.0
290,2020,Mountain View Village,18.0,3225.0,280.0
291,2020,Murray Downtown,1314.0,10575.0,24290.0
292,2020,Murray Industrial District,18.0,874.0,5600.0
293,2020,Murray Medical Park,59.0,762.0,3570.0
294,2020,Newgate Center,593.0,10361.0,36879.0
295,2020,North Ogden Downtown,236.0,1436.0,9234.0
296,2020,North Ogden Southtown,157.0,950.0,2907.0
297,2020,North Salt Lake / Woods Cross Industrial District,150.0,8321.0,4224.0
298,2020,North Salt Lake Town Center,1371.0,412.0,1144.0
299,2020,North Shore,1.0,0.0,35.0
300,2020,North Station,5.0,507.0,77.0
301,2020,North Temple Center,1983.0,2688.0,8225.0
302,2020,Oakwood Village Center,712.0,2562.0,3605.0
303,2020,Ogden 12th Street,165.0,2891.0,8835.0
304,2020,Ogden Airport Industrial District,43.0,7904.0,23598.0
305,2020,Ogden Downtown,2514.0,13469.0,55347.0
306,2020,Ogden Harrison Boulevard North,587.0,1248.0,5871.0
307,2020,Ogden Harrison Boulevard South,357.0,2802.0,3990.0
308,2020,Ogden-Hinckley Airport Center,0.0,3245.0,798.0
309,2020,Old Mill,0.0,18.0,105.0
310,2020,Olympia Hills,1.0,0.0,35.0
311,2020,Olympus Hills Center,0.0,618.0,315.0
312,2020,Oquirrh View Center,0.0,32.0,105.0
313,2020,Orchard Drive 2200 South,131.0,690.0,176.0
314,2020,Pages Lane Center,444.0,345.0,154.0
315,2020,Parleys Foothill Center,0.0,855.0,245.0
316,2020,Plain City Gateway,43.0,0.0,114.0
317,2020,Plain City Market Center,0.0,335.0,285.0
318,2020,Pleasant Green,225.0,940.0,4550.0
319,2020,Pleasant View 2700 North,103.0,2056.0,4788.0
320,2020,Pleasant View Employment Center,4.0,296.0,1311.0
321,2020,Pleasant View Industrial Center,0.0,3200.0,1482.0
322,2020,Porter Rockwell,0.0,116.0,245.0
323,2020,Quarry Bend Center,528.0,1806.0,315.0
324,2020,Renaissance Towne Center,122.0,472.0,165.0
325,2020,Research Park,0.0,3675.0,595.0
326,2020,River Park,10.0,5228.0,1190.0
327,2020,River Trail Station,1.0,2328.0,1645.0
328,2020,Riverdale City Center,420.0,4010.0,3648.0
329,2020,Roper Yards,0.0,5002.0,5390.0
330,2020,Rose Park Center,63.0,568.0,490.0
331,2020,Roy Downtown,440.0,4255.0,16872.0
332,2020,Roy Station,844.0,990.0,2052.0
333,2020,S-Line Center,965.0,241.0,910.0
334,2020,SLCC/RSL,0.0,291.0,70.0
335,2020,SW Salt Lake Employment District,0.0,170.0,70.0
336,2020,Salt Lake 15th and 15th,1.0,84.0,350.0
337,2020,Salt Lake 900 West,222.0,195.0,5075.0
338,2020,Salt Lake City CBD,5140.0,70873.0,26810.0
339,2020,Salt Lake City East Downtown,3674.0,13393.0,18725.0
340,2020,Salt Lake City Northwest Quadrant,12.0,64940.0,62580.0
341,2020,Salt Lake Foothill Center,0.0,1883.0,280.0
342,2020,Salt Lake International Airport,0.0,500.0,210.0
343,2020,Sandy Union Park,1.0,1988.0,2975.0
344,2020,Sandy Village Center,173.0,3113.0,5215.0
345,2020,Sheep Lane Employment District,0.0,81.0,55.0
346,2020,SoDa Row,188.0,1274.0,1505.0
347,2020,Sorenson Research Park,603.0,4165.0,595.0
348,2020,South Jordan Gateway,699.0,5643.0,1645.0
349,2020,South Jordan Towne Center,344.0,4111.0,6510.0
350,2020,South Ogden City Center,373.0,3344.0,24339.0
351,2020,South Ogden Gateway,978.0,2527.0,14250.0
352,2020,South Ogden US 89,36.0,733.0,969.0
353,2020,South Salt Lake State Street,183.0,2699.0,7210.0
354,2020,St. Marks Hospital,0.0,816.0,2030.0
355,2020,Station Park,622.0,5709.0,297.0
356,2020,Sugarhouse,1407.0,6458.0,7945.0
357,2020,Summit Vista Center,0.0,1274.0,35.0
358,2020,Sunset SR 126,184.0,615.0,1562.0
359,2020,Syracuse City Center,194.0,1397.0,1320.0
360,2020,Syracuse SR 193 Center,203.0,321.0,1276.0
361,2020,Taylor's Landing,0.0,279.0,315.0
362,2020,Taylrosville West Point Center,99.0,899.0,1330.0
363,2020,The Cairns,1833.0,23400.0,19005.0
364,2020,The District,141.0,2998.0,2275.0
365,2020,The Point,0.0,1353.0,2415.0
366,2020,Union Park,1512.0,8948.0,11235.0
367,2020,University Gardens,187.0,318.0,2275.0
368,2020,Village Green Center,328.0,148.0,630.0
369,2020,Vista Station,1360.0,5753.0,1085.0
370,2020,Washington Terrace US 89,63.0,905.0,1596.0
371,2020,Weber State University,148.0,0.0,8208.0
372,2020,Weber State University Davis,1643.0,979.0,748.0
373,2020,West 12th Street,4.0,0.0,228.0
374,2020,West Bountiful Industrial District,3.0,81.0,176.0
375,2020,West Central Employment District,0.0,1713.0,3885.0
376,2020,West Haven City Center,315.0,1995.0,6384.0
377,2020,West Haven Midland Drive,990.0,687.0,32832.0
378,2020,West Jordan City Center,283.0,2209.0,9555.0
379,2020,West Jordan Industrial District,0.0,6390.0,8645.0
380,2020,West Ogden Center,407.0,505.0,19551.0
381,2020,West Point City Center,313.0,805.0,869.0
382,2020,West Point West Davis,4.0,0.0,22.0
383,2020,West Riverdale Center,3.0,1462.0,684.0
384,2020,West Roy Center,2.0,899.0,1140.0
385,2020,West Valley 6200 South 5600 West,0.0,684.0,140.0
386,2020,West Valley Redwood Center,1576.0,3160.0,3850.0
387,2020,West Warren Center,9.0,0.0,513.0
388,2020,West Weber,3.0,22.0,342.0
389,2020,West Weber Industrial Center,0.0,331.0,399.0
390,2020,WestBench,643.0,13.0,21735.0
391,2020,Westpointe Center,1.0,2282.0,1575.0
392,2020,Wheeler Village,1.0,24.0,114.0
393,2020,Woods Cross Business Park,0.0,107.0,165.0
394,2020,Woods Cross Station,0.0,378.0,77.0
395,2025,12600 South Mountain View Corridor,48.0,679.0,315.0
396,2025,21st and 21st,207.0,484.0,1855.0
397,2025,2300 East 3300 South,10.0,313.0,735.0
398,2025,2600 South Center,291.0,6742.0,759.0
399,2025,2700 South Station,445.0,1292.0,3780.0
400,2025,4100 South Redwood,0.0,882.0,1925.0
401,2025,4800 South Redwood,10.0,654.0,1225.0
402,2025,5400 South Redwood,442.0,2384.0,2765.0
403,2025,7th Street Sandy Point,82.0,472.0,1435.0
404,2025,900 East Station,5.0,368.0,1190.0
405,2025,9th and 9th Center,43.0,367.0,2485.0
406,2025,Alta Canyon Park Center,0.0,1866.0,980.0
407,2025,Antelope & Main Town Center,153.0,1032.0,308.0
408,2025,Ballpark,2264.0,10680.0,33215.0
409,2025,Bingham Junction,1998.0,5423.0,3255.0
410,2025,Bountiful 200 West,115.0,477.0,572.0
411,2025,Bountiful 500 South,313.0,1868.0,781.0
412,2025,Bountiful Downtown,164.0,1326.0,1331.0
413,2025,Business Depot Ogden,34.0,7643.0,5814.0
414,2025,Canyon Rim Center,0.0,818.0,455.0
415,2025,Cascade Village,104.0,306.0,140.0
416,2025,Centerville Downtown,826.0,4657.0,2387.0
417,2025,Church & Hwy 193 Town Center,256.0,368.0,198.0
418,2025,Clinton Town Center,376.0,3713.0,2466.0
419,2025,Cold Springs Center,240.0,211.0,66.0
420,2025,Copperton Community Center,65.0,3.0,210.0
421,2025,Cottonwood Heights Fort Union,277.0,2692.0,4410.0
422,2025,Cottonwood Village,76.0,1192.0,280.0
423,2025,Courthouse Downtown,114.0,186.0,726.0
424,2025,Daybreak,955.0,2259.0,1750.0
425,2025,Decker Lake Center,453.0,1428.0,245.0
426,2025,Downtown Clearfield,2467.0,3214.0,3839.0
427,2025,Downtown Kaysville,476.0,3714.0,1760.0
428,2025,Downtown Riverton,358.0,2084.0,5285.0
429,2025,Downtown South Salt Lake,812.0,7284.0,10465.0
430,2025,Draper City Center,549.0,5859.0,5775.0
431,2025,Draper Kimballs Lane Station,55.0,117.0,945.0
432,2025,East Antelope Center,436.0,1861.0,847.0
433,2025,East Gate Business Center,5.0,1584.0,726.0
434,2025,East Park Lane,1.0,1640.0,132.0
435,2025,Fairbourne Station,484.0,2379.0,3080.0
436,2025,Farr West 2700 North,66.0,106.0,798.0
437,2025,Fashion Place West,404.0,4969.0,18375.0
438,2025,Fireclay Center,1207.0,528.0,2310.0
439,2025,Five Points,1062.0,2631.0,11457.0
440,2025,Fore Lakes Center,717.0,1526.0,735.0
441,2025,Fort Union Canyon Center,19.0,167.0,455.0
442,2025,Foxboro,272.0,844.0,187.0
443,2025,Freeport Center,17.0,7304.0,1012.0
444,2025,Gardner Village,376.0,349.0,210.0
445,2025,Gateway Crossing,283.0,920.0,528.0
446,2025,Gentile & Fairfield Town Center,474.0,391.0,429.0
447,2025,Glendale Center,0.0,78.0,35.0
448,2025,Gordon & Fairfield Town Center,60.0,312.0,396.0
449,2025,Granary District,2767.0,5514.0,15400.0
450,2025,Harrisville US 89,20.0,452.0,912.0
451,2025,Herriman Porter Rockwell Center,782.0,2734.0,735.0
452,2025,Herriman Town Center,1360.0,2252.0,12810.0
453,2025,Highberry Center,1450.0,3917.0,2310.0
454,2025,Highlands Loop Center,765.0,843.0,700.0
455,2025,Highline,1031.0,3354.0,980.0
456,2025,Historic Magna Main Street,45.0,322.0,2275.0
457,2025,Historic Sandy Station,173.0,313.0,4585.0
458,2025,Holladay City Center,354.0,7767.0,4865.0
459,2025,Holladay Crossroads,2.0,568.0,875.0
460,2025,Hunter Town Center,49.0,525.0,1575.0
461,2025,Hwy 89 & Gordon Town Center,39.0,4.0,33.0
462,2025,Independence,1452.0,2625.0,29155.0
463,2025,International Center,0.0,19056.0,5355.0
464,2025,Ivy Place Center,1.0,1648.0,560.0
465,2025,Jones Ranch,311.0,1004.0,805.0
466,2025,Jordan Bluffs,1851.0,5214.0,1015.0
467,2025,Jordan Landing,0.0,5592.0,3115.0
468,2025,Jordan Valley,458.0,2394.0,2450.0
469,2025,Kaysville Business Park,12.0,2315.0,693.0
470,2025,Kearns Town Center,0.0,883.0,945.0
471,2025,Kearns Warehouse District,0.0,1139.0,2135.0
472,2025,Lake Park Center,0.0,7053.0,525.0
473,2025,Layton Downtown,1006.0,2269.0,1760.0
474,2025,Layton Industrial Center,3.0,2945.0,946.0
475,2025,Layton Midtown,3839.0,11324.0,6545.0
476,2025,Legacy Crossing,504.0,1291.0,198.0
477,2025,Legacy Gateway,252.0,1259.0,407.0
478,2025,Lone Peak Parkway Employment Center,27.0,11815.0,4900.0
479,2025,Marketview Center,234.0,33.0,315.0
480,2025,Marmalade,2076.0,2469.0,10185.0
481,2025,Marriott-Slaterville Employment District,7.0,178.0,513.0
482,2025,Meadowbrook Station,1398.0,8188.0,11935.0
483,2025,Midvale Center Station,686.0,396.0,1155.0
484,2025,Midvale Fort Union Station,119.0,561.0,385.0
485,2025,Midvale Main Street,279.0,1292.0,9345.0
486,2025,Millcreek 2300 East,0.0,43.0,175.0
487,2025,Millcreek City Center,323.0,2112.0,4725.0
488,2025,Millcreek Station,186.0,1894.0,7735.0
489,2025,Millrock Employment Center,0.0,10903.0,2415.0
490,2025,Mountain View Village,110.0,3732.0,385.0
491,2025,Murray Downtown,2826.0,14007.0,25445.0
492,2025,Murray Industrial District,18.0,874.0,5600.0
493,2025,Murray Medical Park,59.0,769.0,3605.0
494,2025,Newgate Center,615.0,10649.0,37278.0
495,2025,North Ogden Downtown,432.0,1581.0,9576.0
496,2025,North Ogden Southtown,468.0,1028.0,3192.0
497,2025,North Salt Lake / Woods Cross Industrial District,150.0,8401.0,4246.0
498,2025,North Salt Lake Town Center,1581.0,869.0,1221.0
499,2025,North Shore,1.0,0.0,35.0
500,2025,North Station,1444.0,3980.0,308.0
501,2025,North Temple Center,2168.0,5003.0,8575.0
502,2025,Oakwood Village Center,714.0,2685.0,3675.0
503,2025,Ogden 12th Street,204.0,2921.0,9006.0
504,2025,Ogden Airport Industrial District,43.0,7950.0,23655.0
505,2025,Ogden Downtown,2610.0,15419.0,57057.0
